GeoFIPS,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
" ""38087""",(D),(D),(D),(D),11165,(D),(D),(D),(D),32131,(D),30164,19867,14492,(D),(D),(D),(D),(D),(D),8277,9405,642
" ""38089""",28336,8550,26586,27830,36843,38145,39440,31928,54962,43339,21808,50536,2732,(D),(D),30516,(D),10216,(D),24196,21861,35851,11730
" ""38091""",(D),25074,24360,(D),618,1693,40827,46669,27544,62428,52824,114542,37063,30002,10280,52252,23366,32651,52775,65085,73476,131611,126076
" ""38093""",40248,63187,66577,67479,69869,59088,89844,94168,50440,100399,152616,234688,112188,187235,104254,123195,153479,138005,165905,187977,230220,338994,343121
" ""38095""",7373,24967,47273,14118,17068,8851,42933,(D),35840,24027,24673,66961,89799,51167,2619,42918,84899,106258,66519,95553,70215,207084,167057
" ""38097""",20219,51283,52150,19645,15498,50740,82200,59253,25208,74808,66736,124348,43669,24635,113204,15340,24901,17778,65464,95944,98327,167476,132129
" ""38099""",54555,84187,66132,45346,42226,76868,69833,91572,71813,86009,62444,120554,82067,34157,12384,128442,165571,132102,49110,130923,150304,264150,189915
" ""38101""",31762,31889,63642,83529,58380,43604,74469,165276,120470,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),140053,225928,129879
" ""38103""",1932,(D),40790,(D),36089,(D),(D),(D),82672,54837,73056,150757,95511,85985,70490,81139,86326,118306,89117,110253,143849,263897,203976
" ""38105""",2730,1802,33993,27623,16042,30544,50228,93985,126717,97130,60577,94477,(D),(D),(D),(D),(D),(D),6064,(D),71023,103502,47307
" ""39000""",1943180,1795066,2048584,2912493,2313983,2441503,2800974,2758289,3000928,2970277,4432535,3792771,5125925,4431300,3173840,2864902,3645648,4155144,2975609,3858851,6074405,6805624,7794833
" ""39001""",27231,(D),29051,25391,16467,9688,6483,6129,(D),2539,(D),(D),13269,11486,8392,16037,16020,17866,13128,(D),29023,26609,33670
" ""39003""",(D),(D),5641,41754,28142,40030,(D),30236,(D),(D),72231,58042,76141,44636,15914,17652,29826,42407,7105,40890,88440,83882,78309
" ""39005""",2933,10221,6379,15951,18452,9681,8820,16292,3781,24005,32783,17608,44706,57288,10847,15344,32511,42285,5791,37118,59110,68329,94155
" ""39007""",15800,18401,6288,18635,15756,6756,10537,7702,3265,18413,38372,29282,42437,31595,(D),50201,38755,28029,51153,30336,48234,38615,46162
" ""39009""",2261,5548,438,1223,1352,3007,3079,(D),(D),743,1050,(D),(D),(D),(D),10048,(D),3830,12600,1898,1873,3188,2211
" ""39011""",(D),(D),(D),42274,45590,31239,60179,63092,38972,65236,101576,96145,114748,112080,54630,77660,128449,123799,90782,94015,143615,173278,182916
" ""39013""",9955,11061,9141,22432,22522,14815,4609,1999,1024,488,693,1990,1229,(D),2382,7783,(D),3194,13792,(D),1488,2703,3702
" ""39015""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),9938,2601,(D),16107,38789,39103,25793
" ""39017""",24323,6177,6029,25082,27071,16793,7234,7120,15831,7070,9512,10847,7624,6304,44666,47640,22119,7306,29850,5326,16950,4450,5853
" ""39019""",26882,70721,81435,56026,74591,80161,67779,13318,19455,21892,23035,22932,(D),8839,23391,35240,19363,7551,26089,5514,11738,4863,16839
" ""39021""",27427,2311,23940,34573,4215,30424,44862,36888,72503,53242,61806,65639,86388,36656,14337,5731,66061,52356,14853,90655,105705,110948,105417
" ""39023""",(D),(D),35148,76013,(D),(D),(D),(D),(D),(D),(D),(D),50867,(D),(D),(D),(D),(D),(D),(D),83439,76055,91627
" ""39025""",12593,(D),1341,15826,11435,8084,5582,4466,11562,4851,20629,8232,16756,8919,36773,28065,28540,(D),(D),(D),7207,8581,6058
" ""39027""",23601,13764,51315,38315,20852,20720,31210,30993,48789,37369,80123,83592,105330,51754,37782,18522,26715,28557,17076,48822,82496,98439,80813
" ""39029""",8541,4063,6061,3608,8679,4926,36231,15313,4446,19651,44805,35070,43306,64557,19716,21166,(D),(D),(D),(D),49911,57051,86531
" ""39031""",10138,9559,3837,13849,21959,17025,9037,14404,19179,26040,38400,20912,36445,50141,8839,23018,33920,50306,11079,36986,64903,76301,112583
" ""39033""",47954,13984,33667,59160,31922,21672,48127,3125,38584,30370,72293,46505,90398,56533,69279,61595,8998,34033,39403,44692,123350,92697,91496
" ""39035""",22966,44257,9277,27343,18610,10370,8471,8109,6444,9842,11052,16449,18518,16691,27354,27326,13863,11667,12654,8824,9065,7989,8761
" ""39037""",71522,60660,26336,78675,4038,15360,36373,237570,120522,163806,178795,135720,249449,393677,192283,51294,235090,360082,84833,188285,320458,462932,618937
" ""39039""",(D),3228,27154,34151,15778,(D),33764,68773,61166,38711,56130,54313,77835,30378,3011,15810,7623,24274,33307,42856,64311,68191,49160
" ""39041""",(D),(D),13816,(D),49008,16508,30159,26578,57787,54250,63092,53447,58204,38011,5767,10710,4299,18391,9980,43239,59348,48505,49093
" ""39043""",7348,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),62020,50045,62132
" ""39045""",22494,21448,44864,(D),5669,18415,8771,11412,13081,12199,38841,20063,44331,3181,29005,12826,6772,12614,23233,29312,57612,54180,59190
" ""39047""",26751,3179,57586,51336,13139,(D),(D),55476,65291,40076,70880,68116,92292,57501,18050,29238,93881,72564,43512,105882,115032,145274,139747
" ""39049""",34801,46253,13739,33515,21192,15459,33512,22993,33438,32059,35282,31107,34493,24949,18689,19182,13913,18324,16928,24281,41864,36745,36327
" ""39051""",37423,9545,56868,73139,89370,108141,119322,53195,42047,39955,66152,50751,70895,38052,26749,28280,24457,38268,27471,57516,85641,86840,101362
" ""39053""",6965,5275,(D),4958,5258,6766,6255,2469,1924,1804,1459,2221,2269,(D),14197,20170,18009,8745,21654,5295,5854,9558,8870
" ""39055""",(D),(D),32537,(D),31047,26932,19836,14345,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),61864,64951,76591
" ""39057""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),26726,49877,(D),(D),(D),(D),(D),(D),(D),64400,63038,64095
" ""39059""",10975,13266,18206,15543,16398,14062,5964,6535,3841,5921,10848,9858,9762,10759,19931,21482,15831,9656,16173,7101,9050,11953,18505
" ""39061""",16754,21859,5176,15438,10236,4029,11866,6593,8414,11080,9552,10552,9841,12456,9180,8273,4521,10454,5810,14509,19251,16381,25844
" ""39063""",(D),(D),(D),73870,(D),29088,(D),(D),(D),(D),(D),(D),98830,70390,38037,136738,85700,79259,98107,68831,114993,137792,113322
" ""39065""",59766,67889,76425,69950,39745,50255,74311,109582,110503,100331,138439,105734,125387,133918,11770,36162,29003,88036,28890,55370,112381,112620,152046
" ""39067""",5068,10205,10890,4080,7520,1746,(D),1726,1067,951,3161,1987,5839,1813,6922,11566,10011,4879,14225,3424,4136,3700,11091
" ""39069""",16845,(D),(D),54099,59813,96834,(D),(D),(D),(D),(D),88742,102425,46771,(D),6230,30808,44373,35370,59438,95321,112618,91298
" ""39071""",24816,5986,18672,21037,(D),20797,20132,18624,40919,23481,54278,39273,53271,30646,20984,(D),(D),49262,8645,54605,87149,105328,95168
" ""39073""",(D),(D),4817,(D),(D),(D),(D),963,930,1932,2513,799,612,1862,7338,(D),(D),4072,(D),1458,1150,2204,1037
" ""39075""",69880,100093,74492,104965,103463,(D),(D),73066,62836,74973,102359,85130,116948,207463,183016,90055,173044,191212,124812,129566,155966,224224,308909
" ""39077""",30700,19920,41458,17335,22304,30398,63337,18003,77319,54508,(D),(D),79890,(D),(D),(D),38922,73186,13932,67777,127742,138349,151046
" ""39079""",5464,11879,6009,7729,6823,9727,7171,(D),(D),(D),(D),(D),(D),(D),15101,16122,13695,12082,13567,14579,13737,10260,15117
" ""39081""",9031,(D),13451,7540,5997,7391,6494,1417,795,1011,1072,1776,(D),(D),(D),13279,11611,5264,(D),2027,2139,3973,3028
" ""39083""",2965,11815,6041,(D),(D),5241,7347,19205,12667,23446,47079,38954,63429,(D),(D),(D),(D),(D),(D),(D),77973,101226,142708
" ""39085""",57020,121275,5601,68732,97174,21061,17162,37224,48780,66115,35698,45857,39290,43886,40219,16814,44018,36009,39988,50448,72620,41979,53287
" ""39087""",1191,1373,865,751,849,(D),1599,388,453,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),619,2383,1193
" ""39089""",61406,129711,(D),56924,21544,18191,18841,68908,36553,46179,71338,42763,65763,71908,23810,106479,43051,21813,77881,14286,71903,46808,118396
" ""39091""",(D),7313,7454,13496,14369,10402,35726,26320,51724,(D),(D),(D),104401,78967,26785,18038,40288,49055,31442,66850,81709,86650,96298
" ""39093""",42279,50087,13256,106758,122134,97652,60402,62995,53070,68471,42617,74885,24807,1585,51144,72041,35347,10955,32288,5994,48660,6764,2772
" ""39095""",28890,34771,30652,38495,33911,39439,19224,5519,24651,23964,27383,30479,33295,13151,13911,18330,13272,5852,12597,11958,24877,15923,13862
" ""39097""",(D),(D),46490,105886,(D),87253,81394,(D),(D),(D),95989,80360,113736,74777,18538,32373,107318,95076,47850,118079,149424,175749,168053
" ""39099""",11515,13793,1023,4712,3861,1182,13671,11550,7326,16350,25272,11827,23342,37124,7061,22431,5443,25898,10591,14963,28056,28844,61188
" ""39101""",(D),(D),21945,(D),(D),29325,(D),(D),73755,67835,86370,75218,90022,79098,7661,8086,50955,60861,37745,62472,103458,100247,92823
" ""39103""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),26241,9914,26574,4405,12425,7871,5114
" ""39105""",12580,(D),(D),(D),39552,51448,22368,11088,14391,10897,7744,1492,3487,1793,6606,5488,3039,(D),5243,4740,7641,3543,7993
" ""39107""",99987,115587,(D),(D),(D),(D),(D),(D),(D),164775,246751,198810,414184,455219,634209,331625,409469,545849,251712,248039,408601,649364,869201
" ""39109""",23619,(D),35421,32714,19123,35567,58053,46725,51736,44235,39299,30362,50513,10940,(D),(D),33918,(D),5743,(D),79269,86782,82746
" ""39111""",4297,6981,6770,3800,4464,(D),(D),2629,(D),1940,(D),(D),(D),(D),(D),(D),(D),(D),14343,4340,5855,10193,10188
" ""39113""",20716,8797,11813,26842,18609,20818,13266,4242,14226,12832,14095,13722,28447,4470,30491,26412,2584,9352,18276,27002,54156,51068,56729
" ""39115""",4364,3962,6875,3811,7111,(D),(D),1937,1723,1696,2272,2338,2525,2609,3582,6139,5622,2642,6977,3215,6149,1912,5047
" ""39117""",11277,9062,6057,8835,14329,3243,34408,14033,31247,42456,63805,45733,58030,34838,23163,(D),(D),4969,12902,29531,49489,33513,34246
" ""39119""",3372,7021,2252,3233,3799,2841,4739,1916,5764,3588,19345,9216,21427,19479,5771,19905,5745,18437,15755,13172,23780,27777,57365
" ""39121""",3783,5861,4590,4874,6173,5545,5827,2691,1948,2457,2848,4592,4132,4404,8496,9238,10452,6311,12982,6858,7624,9499,10404
" ""39123""",5733,4060,9129,11254,20269,25915,18776,15346,36838,(D),35535,36272,45178,16205,3448,(D),11726,9850,4538,10030,33224,27223,18576
" ""39125""",18517,6520,12106,42772,26847,41649,36698,96012,83235,75940,99763,100861,95371,111340,38314,17244,53018,88802,57564,67444,118388,103154,125894
" ""39127""",5297,2460,1914,4007,3744,2398,3032,3169,2446,5726,7619,2574,19239,2935,13916,(D),2055,4410,6550,13304,18062,16784,20565
" ""39129""",18587,2529,29196,(D),(D),55861,83310,47014,83745,67372,90615,90041,107691,40544,59517,32052,35300,40768,27902,90640,125230,141038,129013
" ""39131""",(D),(D),(D),(D),(D),6047,4256,3897,2122,5789,11923,13813,19434,17990,12268,8278,12335,9215,3790,13584,28541,38385,34743
" ""39133""",(D),(D),(D),(D),11339,(D),4906,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),7809,14949,10036
" ""39135""",25650,13080,3228,34896,30035,32826,(D),20969,59796,50917,59811,47779,56326,4731,55207,8946,43064,52339,15360,66336,104303,113052,113778
" ""39137""",32193,(D),47943,(D),88318,124045,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),70405,(D),(D),(D),148234,163332,151983
" ""39139""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),52176,90791,94555,107047
" ""39141""",14965,3780,29026,26004,10875,20603,18945,25800,39810,19988,34583,32728,37843,6046,25356,4352,21760,21589,9871,37978,60958,62773,65393
" ""39143""",9678,2016,42325,19559,17174,24985,34350,11098,51174,30083,56531,49581,71919,31726,23852,20962,7503,20526,5810,36169,65906,67214,50571
" ""39145""",6136,4636,9096,4706,5930,9095,8329,3518,3943,3578,5192,3490,3239,4653,16193,18768,13238,6686,14506,4378,7371,6290,6213
" ""39147""",16238,8885,38260,38456,20646,19445,50014,4977,33403,17932,64803,43959,73707,20036,13033,107467,15208,30203,41827,52515,93140,91437,73697
" ""39149""",33627,3523,14033,62906,45667,41801,76620,75411,71775,76506,110787,104040,(D),113823,31807,70267,97850,82288,42256,(D),124695,135975,137515
" ""39151""",33897,17309,6209,4900,7607,20244,20792,72235,58860,64213,71227,57410,65006,72179,8552,38238,13556,5951,29556,16783,38232,16935,44085
" ""39153""",2870,6415,5291,339,2670,1345,3580,1328,3059,2489,10794,10199,6946,2807,4390,11647,7107,4432,9086,5827,7491,5818,9780
" ""39155""",(D),10227,10408,21345,14558,12931,10924,6367,5521,6866,22078,13117,29356,20845,(D),(D),(D),33706,55760,36777,56481,48598,64389
" ""39157""",30879,25869,15691,26576,32094,14935,35002,36775,7099,26737,49132,38217,68450,108017,88249,32632,72276,94107,37591,58183,75615,111820,175463
" ""39159""",43322,21758,10259,9089,10606,19967,27321,(D),69556,49644,85037,68029,92395,95116,38880,15118,129758,160526,88462,110561,166540,245469,264806
" ""39161""",37260,19304,61961,68661,31050,60030,74662,83828,90344,86721,117401,142113,141219,140414,118025,131283,157483,144936,143115,109894,170764,229214,212460
" ""39163""",2534,4793,5079,3641,3440,(D),5218,3490,1946,(D),(D),1906,2499,2148,3500,4246,(D),4012,7601,3268,3742,4951,3851
" ""39165""",1149,6410,9333,26099,25454,19762,7868,3121,20158,14525,27490,13315,21933,2981,17681,26874,9418,2992,14637,19772,27025,17917,23079
" ""39167""",3965,2334,3798,4176,6735,8563,5315,4557,1307,1009,10616,(D),16853,7619,(D),(D),6402,9148,6637,15297,19470,14681,25616
" ""39169""",(D),(D),(D),75325,69256,50419,79423,69182,18499,103162,173161,132868,198628,333841,173622,58207,206455,211411,137823,176908,221435,256179,353204
" ""39171""",(D),(D),(D),(D),(D),(D),(D),57769,31389,34507,58998,46583,55826,34555,12705,31075,25709,36519,71601,48237,75039,81695,78841
" ""39173""",15311,5039,59442,82408,74118,103279,84788,83738,100221,57409,122960,131658,132427,88518,29796,17456,32512,72012,107322,70445,109770,138810,130404
" ""39175""",28441,55225,98206,92870,57872,92617,102809,89920,88771,66169,101768,90371,104234,95373,10754,18477,62068,78141,52062,66652,115105,126542,149412
" ""40000""",1470202,1705132,1786982,2485515,2349856,1850431,1893939,2044170,1334787,2095086,2713198,3055454,3050648,3077920,3115607,2477474,2808600,2803838,2573697,1853865,3204413,3808975,4405812
" ""40001""",(D),(D),(D),35982,(D),(D),15686,2158,3589,53783,64249,56588,52752,37540,77322,54671,65923,(D),46958,6958,45239,98740,92950
" ""40003""",43859,(D),55101,52498,46581,57135,(D),94025,39090,66046,75145,91917,52498,55789,37995,19048,8209,24075,19183,33404,45501,54416,78426
" ""40005""",1337,11669,6187,9647,9112,3249,8253,3275,17267,1842,1317,1821,2507,4352,3631,3838,3170,3265,3514,3520,3104,2768,3167
" ""40007""",51913,34702,52927,58940,67134,50715,73615,(D),7871,(D),174142,164423,136950,108256,104768,96613,(D),(D),(D),100821,161105,189062,184416
" ""40009""",5298,23060,20986,21027,15621,8221,2337,1486,19490,2536,1043,1128,7661,23868,16410,1583,1811,1845,2070,3288,2774,2536,5462
" ""40011""",4607,20408,34732,44404,54706,55064,12522,89062,5465,57569,68604,76712,34644,30425,28236,3500,3201,3310,2926,3222,15137,16107,28893
" ""40013""",2124,11877,2414,7670,8793,3468,13266,5549,21461,2723,1899,1934,(D),(D),(D),3790,(D),(D),(D),(D),11706,7345,19364
" ""40015""",52764,109860,100927,72723,56577,13588,49836,3760,30733,4572,12407,33607,44804,(D),(D),(D),(D),8957,11153,15901,40582,15924,20749
" ""40017""",(D),(D),(D),41035,36000,17599,9231,57815,19291,19441,45806,60473,29778,39032,35425,23815,19706,10614,8397,9172,25278,26569,33135
" ""40019""",5269,4472,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),4102,3728,3751,6364
" ""40021""",36217,51749,31482,39024,102560,58113,95450,1835,(D),2224,1872,2132,2181,2577,2861,3381,3781,3947,3503,3520,21843,3823,8917
" ""40023""",17145,17502,14062,21375,20782,6215,8821,3613,19726,2357,1569,6888,6157,10341,10365,1903,1674,1919,2205,2156,2141,2246,2723
" ""40025""",25423,44700,61357,74331,60953,(D),127263,167338,20344,113077,171871,183732,199009,107964,169182,(D),(D),(D),(D),105413,144294,202823,283639
" ""40027""",1118,2486,2015,6549,11227,11385,13153,1651,14510,(D),(D),(D),(D),(D),(D),3251,(D),(D),(D),5517,8794,9169,9690
" ""40029""",(D),(D),656,709,(D),2729,11175,9638,1956,9296,6266,2128,4772,14105,15041,12573,18279,17853,14554,12941,19368,17458,28838
" ""40031""",2447,17297,10657,21006,19726,2438,(D),(D),24332,3071,1445,1653,6523,(D),(D),16148,(D),10271,8898,5328,4767,18648,16800
" ""40033""",11148,10219,19299,32578,(D),(D),6548,48709,(D),(D),(D),(D),(D),48863,(D),(D),(D),(D),7361,15494,5564,15959,11202
" ""40035""",734,13610,1824,14471,8526,2407,15873,3732,22312,1571,4778,21353,15259,28610,33472,24719,33081,30634,28312,26465,26306,39347,58050
" ""40037""",(D),(D),599,2287,2099,1825,6034,2514,(D),1756,1082,1262,1391,1433,1435,1555,1682,(D),2026,(D),2375,4041,4849
" ""40039""",10920,16060,40650,41651,40788,37288,6028,84718,6422,33689,42131,39739,39742,82120,60000,47174,6656,9777,10066,23021,24259,35441,35601
" ""40041""",(D),74366,(D),81767,61371,34239,54187,32650,7509,102735,104361,101382,102136,70573,148140,121426,155246,158546,122968,49829,107674,210757,208350
" ""40043""",4113,9658,23428,18180,12063,1164,6628,8955,19136,1915,1421,14090,2933,17445,2202,2019,1988,2160,2350,4243,1826,3923,23073
" ""40045""",15282,15099,21632,29292,35634,30550,9677,29637,10799,63589,88897,106024,87806,80408,83438,74558,73863,75139,66612,51483,72608,89070,88329
" ""40047""",26130,32013,72192,103073,79903,134104,64282,54562,25037,72714,99300,112432,37479,41495,24516,6174,19119,10912,32518,35707,64115,51443,89915
" ""40049""",6055,21595,3013,7074,5143,5898,9800,4463,17478,2945,3360,4910,2746,(D),(D),3279,3338,3561,3948,4265,4117,4236,10179
" ""40051""",33735,41435,26541,64194,61228,31221,38333,71358,13240,41603,65435,85786,59793,60909,50104,13531,18245,24242,23046,13243,57539,28872,48726
" ""40053""",13201,17674,31390,56487,25945,45766,(D),86551,40216,29355,53441,62763,26654,65862,18713,4153,10374,4992,33825,41526,61688,57071,81475
" ""40055""",14964,10936,(D),17433,15325,3523,(D),30626,2454,861,5765,13340,(D),(D),(D),(D),(D),11079,12212,14456,16055,32583,36170
" ""40057""",16028,(D),19348,27732,24165,14565,20380,(D),41467,49348,26271,(D),52099,75216,50214,28110,24739,17097,24351,17698,24065,59358,65551
" ""40059""",46137,47094,58485,57484,72713,69407,19007,56049,33721,58272,108524,97410,91754,83379,124607,108001,153256,163300,126965,88117,118532,153417,187331
" ""40061""",20164,25838,7211,29178,30578,3899,17837,(D),4696,41304,48799,53321,65903,57420,80818,54403,65023,67097,49531,25785,49570,83923,86327
" ""40063""",32921,30180,29236,51051,46991,31142,26322,8357,3883,46677,76673,62205,113481,127577,158408,190086,253184,283433,261241,175667,355857,326275,305884
" ""40065""",(D),(D),(D),(D),(D),(D),(D),77314,36553,46796,45753,60263,51586,99473,34447,7222,23498,9619,21971,13344,35343,123795,108337
" ""40067""",8218,17761,(D),40621,50738,56062,48696,36261,28251,31091,52187,35913,18277,22883,35812,28554,22599,20567,7583,12235,6998,22299,23763
" ""40069""",10364,14379,6211,14989,8187,2321,5379,2768,13952,1648,957,785,803,4290,4696,960,964,1063,968,1085,1038,1048,9617
" ""40071""",(D),(D),(D),46496,22867,8264,5112,66535,57290,24572,28509,48356,7853,16041,2975,2258,4930,2740,18058,22609,47240,54763,52264
" ""40073""",11867,29200,39551,48937,47902,48726,39264,63722,23264,12871,28240,55521,20171,(D),(D),24622,37934,41373,40064,40222,68757,58050,81348
" ""40075""",29017,24561,32356,56670,41216,16286,9089,77056,4135,21903,42114,64548,72343,59919,57091,31550,30602,28032,41795,41022,51252,91620,57197
